id,main_emotion,scenario,option1,option2,option3,option4,correct_answer,difficulty,
247,Angry,A system error at the bank costs you a lot of money and they refuse to fix it.,Embarrassment,Happy,Angry,Fear,Angry,Medium,
248,Angry,Realizing a company you trusted is deeply exploiting its vulnerable workers for profit.,Relief,Fear,Angry,Curiosity,Angry,Medium,
249,Angry,A doctor completely dismisses your genuine physical pain as just mild anxiety.,Embarrassment,Neutral,Relief,Angry,Angry,Medium,
250,Angry,Being openly mocked by a friend for a personal boundary you just tried to set.,Angry,Fear,Embarrassment,Happy,Angry,Medium,
251,Angry,Someone deliberately misinterprets your words on purpose just to start an argument.,Embarrassment,Relief,Happy,Angry,Angry,Medium,
252,Angry,"Your genuinely good deed is heavily punished by a strict, completely senseless bureaucratic rule.",Curiosity,Affection,Angry,Sad,Angry,Medium,
253,Angry,Seeing a wealthy person carelessly waste perfectly good food in front of homeless people.,Angry,Affection,Embarrassment,Relief,Angry,Medium,
254,Angry,A petty teacher punishes the entire class because of one student's bad behavior.,Neutral,Angry,Relief,Sad,Angry,Medium,
255,Angry,Realizing you were subtly manipulated into agreeing to a massive favor you never wanted to do.,Sad,Angry,Fear,Neutral,Angry,Medium,
256,Angry,Someone rudely demands your respect without ever doing anything to actually earn it.,Sad,Angry,Fear,Relief,Angry,Medium,
257,Angry,A friend constantly one-ups your stories and minimizes your personal achievements.,Happy,Affection,Angry,Neutral,Angry,Medium,
258,Angry,Being actively gaslit about something you vividly and clearly remember happening.,Angry,Affection,Sad,Neutral,Angry,Medium,
259,Angry,A large corporation arbitrarily raises prices on life-saving medicine purely for profit.,Relief,Angry,Neutral,Affection,Angry,Medium,
260,Angry,Someone goes through your personal belongings without asking for your permission first.,Relief,Embarrassment,Neutral,Angry,Angry,Medium,
261,Angry,Being emotionally guilt-tripped into attending a family event you deeply despise.,Embarrassment,Affection,Angry,Happy,Angry,Medium,
262,Angry,A deeply incompetent peer is promoted over you just because they are well-liked by management.,Sad,Fear,Angry,Embarrassment,Angry,Medium,
263,Angry,Realizing a popular documentary you loved is heavily biased and completely fabricated facts.,Neutral,Embarrassment,Angry,Happy,Angry,Medium,
264,Angry,Someone makes a cruel joke about a sensitive topic and tells you it is just dark humor.,Angry,Affection,Sad,Neutral,Angry,Medium,
265,Angry,Being repeatedly told you are too sensitive after someone says something deeply offensive.,Affection,Angry,Fear,Happy,Angry,Medium,
266,Angry,A subscription service you rely on drops in quality drastically while doubling their price.,Affection,Relief,Angry,Fear,Angry,Medium,
267,Angry,"Someone completely blocks the grocery aisle with their cart to chat, ignoring everyone.",Happy,Angry,Curiosity,Embarrassment,Angry,Medium,
268,Angry,Receiving a corporate non-apology like I am sorry if you felt offended by my actions.,Relief,Happy,Angry,Curiosity,Angry,Medium,
269,Angry,A loved one immediately defends the person who deeply hurt you instead of supporting you.,Affection,Curiosity,Embarrassment,Angry,Angry,Medium,
270,Angry,Being spoken down to and treated like a small child by a much younger colleague.,Sad,Angry,Neutral,Affection,Angry,Medium,
271,Angry,Realizing a massive store sale price is actually just the regular price marked up previously.,Neutral,Angry,Affection,Happy,Angry,Medium,
272,Angry,Someone shamelessly reads your private text messages over your shoulder on the train.,Angry,Embarrassment,Curiosity,Relief,Angry,Medium,
273,Angry,A group project member does absolutely zero work but loudly takes all the credit.,Angry,Curiosity,Relief,Embarrassment,Angry,Medium,
274,Angry,"Being interrupted constantly by unskippable, excessively loud advertisements on a video.",Angry,Relief,Affection,Neutral,Angry,Medium,
275,Angry,Someone intentionally brings a visibly sick child to a crowded birthday party.,Embarrassment,Neutral,Happy,Angry,Angry,Medium,
276,Fear,A romantic partner aggressively punches a wall right next to your head during an argument.,Relief,Curiosity,Angry,Fear,Fear,Medium,
277,Sad,Realizing your parents love your sibling more than they will ever love you.,Relief,Sad,Curiosity,Happy,Sad,Medium,
278,Fear,Your boss threatens to fire you immediately if you do not cancel your medical leave.,Sad,Embarrassment,Affection,Fear,Fear,Medium,
279,Sad,Finding out the friend group you cherish actually has a separate group chat without you.,Embarrassment,Fear,Angry,Sad,Sad,Medium,
280,Fear,Being followed closely by a strange car while driving home late at night on empty roads.,Affection,Neutral,Curiosity,Fear,Fear,Medium,
281,Angry,"Feeling a cold, detached fury when the justice system entirely fails an innocent person.",Affection,Angry,Happy,Fear,Angry,Hard,
282,Angry,"The simmering, silent resentment of perpetually carrying the mental load for your entire household.",Sad,Fear,Relief,Angry,Angry,Hard,
283,Angry,Being furiously angry at a deceased loved one for the massive mess they left behind.,Happy,Curiosity,Sad,Angry,Angry,Hard,
284,Angry,The paradox of being intensely mad at someone because they aren't mad about an injustice.,Fear,Embarrassment,Angry,Happy,Angry,Hard,
285,Angry,"Feeling a deep, structural wrath at systemic inequality that you have no power to fix.",Angry,Affection,Relief,Curiosity,Angry,Hard,
286,Angry,Being angry at yourself for forgiving someone far too easily just to keep the peace.,Angry,Happy,Embarrassment,Relief,Angry,Hard,
287,Angry,"The quiet, exhausted rage of being chronically misunderstood by the people closest to you.",Angry,Neutral,Relief,Sad,Angry,Hard,
288,Angry,"Using intense anger as a necessary, protective shield to keep yourself from completely breaking down.",Angry,Embarrassment,Sad,Affection,Angry,Hard,
289,Angry,Feeling hostile and short-tempered simply because you are physically exhausted and completely overwhelmed.,Sad,Embarrassment,Angry,Happy,Angry,Hard,
290,Angry,Being completely infuriated that a profoundly beautiful moment was ruined by someone's petty comment.,Angry,Neutral,Curiosity,Embarrassment,Angry,Hard,
291,Angry,The slow-burning anger of watching someone proudly repeat the exact mistakes you warned them about.,Neutral,Relief,Embarrassment,Angry,Angry,Hard,
292,Angry,"The cold, precise detachment of final, resolved anger right before you permanently cut someone off.",Happy,Sad,Angry,Relief,Angry,Hard,
293,Angry,"The profound fury of realizing you were right all along, but everyone completely ignored your warnings.",Embarrassment,Affection,Sad,Angry,Angry,Hard,
294,Fear,"Lashing out in sudden, explosive anger because you are actually completely terrified of losing them.",Angry,Fear,Affection,Embarrassment,Fear,Hard,
295,Fear,"Screaming at your child for running into the street, completely overwhelmed by the thought of their death.",Curiosity,Affection,Fear,Embarrassment,Fear,Hard,
296,Sad,"Feeling an intense, burning rage that masks a crushing, unendurable sense of abandonment and loneliness.",Embarrassment,Angry,Relief,Sad,Sad,Hard,
297,Fear,Picking fights with your partner specifically to push them away before they can reject you.,Curiosity,Fear,Happy,Angry,Fear,Hard,
298,Sad,"Expressing righteous fury about your lost childhood, but underneath you just miss the parents you never had.",Embarrassment,Sad,Relief,Affection,Sad,Hard,
299,Fear,"The violent, defensive anger that completely takes over when you are triggered by a past traumatic memory.",Relief,Happy,Embarrassment,Fear,Fear,Hard,
300,Sad,"The bitter, cynical hostility that slowly replaces your hope after years of chronic, repeated disappointment.",Sad,Affection,Relief,Neutral,Sad,Hard,
301,Fear,Hearing footsteps accelerating behind you on a poorly lit street.,Sad,Fear,Relief,Happy,Fear,Easy,
302,Fear,Patting your pocket in a crowded train and realizing your phone is gone.,Happy,Fear,Relief,Curiosity,Fear,Easy,
303,Fear,Waiting in the doctor's office for the results of a biopsy.,Fear,Happy,Sad,Neutral,Fear,Easy,
304,Fear,Suddenly forgetting your entire presentation as you walk onto the stage.,Fear,Curiosity,Relief,Neutral,Fear,Easy,
305,Fear,"The airplane drops sharply during unexpected, violent turbulence.",Embarrassment,Affection,Curiosity,Fear,Fear,Easy,
306,Fear,Waking up in a panic realizing you slept through your final exam.,Neutral,Affection,Curiosity,Fear,Fear,Easy,
307,Fear,"A large, off-leash dog charges at you while growling aggressively.",Angry,Happy,Fear,Embarrassment,Fear,Easy,
308,Fear,Pressing the brake pedal and feeling no resistance while driving downhill.,Curiosity,Fear,Affection,Happy,Fear,Easy,
309,Fear,"Receiving a late-night text from your boss saying, 'We need to talk tomorrow.'",Fear,Embarrassment,Sad,Angry,Fear,Easy,
310,Fear,Smelling thick smoke in your apartment at 3 AM.,Relief,Curiosity,Embarrassment,Fear,Fear,Easy,
311,Fear,"Losing sight of your younger sibling in a massive, crowded mall.",Neutral,Relief,Curiosity,Fear,Fear,Easy,
312,Fear,Opening your textbook and seeing a huge spider resting on the page.,Fear,Relief,Affection,Angry,Fear,Easy,
313,Embarrassment,Panicking after realizing you attached a highly personal diary entry instead of your resume.,Embarrassment,Angry,Relief,Fear,Embarrassment,Easy,
314,Fear,Checking your bank account and seeing it completely emptied by a hacker.,Affection,Angry,Fear,Curiosity,Fear,Easy,
315,Fear,"A loud, shattering crash wakes you up from the floor below.",Angry,Fear,Neutral,Embarrassment,Fear,Easy,
316,Fear,Looking down while standing near the unfenced edge of a high cliff.,Happy,Angry,Fear,Sad,Fear,Easy,
317,Fear,Your computer abruptly shuts down right before saving a 20-page essay.,Relief,Curiosity,Affection,Fear,Fear,Easy,
318,Fear,"Driving on the highway when a severe, blinding thunderstorm suddenly hits.",Angry,Sad,Relief,Fear,Fear,Easy,
319,Fear,Someone starts violently turning the handle of your locked front door.,Affection,Fear,Embarrassment,Neutral,Fear,Easy,
320,Embarrassment,Accidentally sending a screenshot of a private chat to the very person you were discussing.,Sad,Neutral,Embarrassment,Angry,Embarrassment,Easy,
321,Embarrassment,"A stranger stares intensely, making you anxious, until you realize your shirt is inside out.",Curiosity,Embarrassment,Fear,Happy,Embarrassment,Easy,
322,Fear,Your phone rings at 2 AM with a call from your elderly mother's number.,Sad,Affection,Neutral,Fear,Fear,Easy,
323,Fear,Seeing the flashing red and blue lights of a police car directly behind you.,Neutral,Affection,Fear,Sad,Fear,Easy,
324,Fear,"Feeling a sudden, sharp, shooting pain radiating down your left arm.",Embarrassment,Fear,Curiosity,Angry,Fear,Easy,
325,Embarrassment,"Panicking about a break-in because a door is open, then realizing you are at the wrong house.",Relief,Embarrassment,Fear,Curiosity,Embarrassment,Easy,
326,Fear,The rollercoaster suddenly halts completely while you are upside down.,Happy,Embarrassment,Angry,Fear,Fear,Easy,
327,Fear,Receiving an unexpected audit letter from the IRS.,Fear,Relief,Embarrassment,Angry,Fear,Easy,
328,Fear,Your indoor cat slips out the front door and runs toward a busy road.,Curiosity,Fear,Affection,Relief,Fear,Easy,
329,Fear,Stepping onto an elevator that violently jolts and drops a few feet.,Embarrassment,Sad,Fear,Happy,Fear,Easy,
330,Embarrassment,Realizing in a panic that you completely forgot your anniversary and everyone is staring at you.,Relief,Fear,Angry,Embarrassment,Embarrassment,Easy,
331,Fear,The power goes out completely while you are showering in a windowless bathroom.,Embarrassment,Neutral,Fear,Happy,Fear,Easy,
332,Fear,"A car tailgates you aggressively on a dark, isolated country road.",Happy,Fear,Angry,Affection,Fear,Easy,
333,Fear,A bat flies erratically into your living room through an open window.,Fear,Sad,Neutral,Embarrassment,Fear,Easy,
334,Embarrassment,"Being suddenly called into the HR office, terrified, only to be quietly told your zipper is down.",Fear,Sad,Embarrassment,Happy,Embarrassment,Easy,
335,Fear,Realizing you are completely lost in an unfamiliar city with a dead phone.,Fear,Angry,Happy,Embarrassment,Fear,Easy,
336,Fear,Hearing the ice crack loudly beneath your boots while walking on a frozen lake.,Fear,Curiosity,Affection,Relief,Fear,Easy,
337,Fear,Your car engine violently sputters and dies in the fast lane of a highway.,Affection,Fear,Curiosity,Angry,Fear,Easy,
338,Fear,A wasp lands directly on your cheek while you are driving fast.,Fear,Angry,Curiosity,Sad,Fear,Easy,
339,Fear,Realizing you accidentally swallowed a sharp chicken bone.,Neutral,Curiosity,Fear,Angry,Fear,Easy,
340,Fear,Waking up entirely paralyzed and hallucinating a shadow figure in your room.,Sad,Fear,Neutral,Curiosity,Fear,Easy,
341,Fear,Taking a massive financial risk to start a business in an uncertain economy.,Fear,Relief,Embarrassment,Neutral,Fear,Medium,
342,Fear,Committing to a long-term relationship when you have severe trust issues.,Fear,Angry,Happy,Sad,Fear,Medium,
343,Fear,Starting a difficult conversation about strict boundaries with a toxic parent.,Sad,Happy,Fear,Neutral,Fear,Medium,
344,Fear,Realizing your aging parents are becoming extremely vulnerable to online scams.,Angry,Happy,Sad,Fear,Fear,Medium,
345,Fear,Wondering deep down if you chose the completely wrong college major.,Fear,Sad,Curiosity,Embarrassment,Fear,Medium,
346,Fear,Watching a terrifying news report about a rapidly spreading local health crisis.,Sad,Happy,Embarrassment,Fear,Fear,Medium,
347,Fear,Waiting nervously for harsh feedback on a creative project you poured your soul into.,Happy,Curiosity,Neutral,Fear,Fear,Medium,
348,Embarrassment,"Your mind goes completely blank from anxiety during an interview, leading to a long, awkward silence.",Angry,Embarrassment,Relief,Happy,Embarrassment,Medium,
349,Fear,Moving out completely on your own for the first time in a new city.,Sad,Angry,Curiosity,Fear,Fear,Medium,
350,Fear,Facing a crippling phobia you have successfully hidden from everyone for years.,Happy,Fear,Angry,Affection,Fear,Medium,
351,Fear,Secretly wondering if your core friend group actually tolerates rather than likes you.,Angry,Fear,Happy,Neutral,Fear,Medium,
352,Fear,Realizing global climate change is directly threatening your coastal hometown.,Neutral,Fear,Relief,Sad,Fear,Medium,
353,Fear,Getting promoted to a leadership role you feel completely unqualified to handle.,Sad,Angry,Fear,Embarrassment,Fear,Medium,
354,Fear,Seeing advanced AI easily perform tasks that took you years to master.,Sad,Curiosity,Fear,Relief,Fear,Medium,
355,Fear,"A trusted, experienced mentor gives you a dire warning about your career path.",Affection,Fear,Curiosity,Embarrassment,Fear,Medium,
356,Fear,Realizing you are unconsciously repeating the exact same toxic relationship pattern.,Embarrassment,Fear,Neutral,Angry,Fear,Medium,
357,Fear,Opening up about severe childhood trauma to a therapist for the first time.,Curiosity,Affection,Fear,Neutral,Fear,Medium,
358,Fear,Looking at the housing market and wondering if you will ever own a home.,Fear,Sad,Neutral,Curiosity,Fear,Medium,
359,Fear,"Experiencing a sudden, vivid realization of your own inevitable mortality.",Curiosity,Fear,Sad,Relief,Fear,Medium,
360,Fear,"Discovering multiple strange, high-value charges on your debit card statement.",Sad,Happy,Fear,Angry,Fear,Medium,
361,Fear,Realizing you have completely lost your sense of identity after a long relationship.,Curiosity,Fear,Embarrassment,Sad,Fear,Medium,
362,Embarrassment,Tripping and falling face-first in front of your partner's strict parents while trying to impress them.,Fear,Angry,Embarrassment,Curiosity,Embarrassment,Medium,
363,Fear,"Obsessively wondering if a minor, persistent symptom is actually a terminal disease.",Curiosity,Neutral,Fear,Angry,Fear,Medium,
364,Fear,Realizing a deeply personal secret might soon be exposed to your workplace.,Relief,Curiosity,Sad,Fear,Fear,Medium,
365,Fear,"Being subpoenaed to testify as a witness in a complex, intimidating court case.",Embarrassment,Sad,Neutral,Fear,Fear,Medium,
366,Embarrassment,Panicking after accidentally hitting 'Reply All' on a highly critical email meant for one trusted coworker.,Sad,Relief,Embarrassment,Happy,Embarrassment,Medium,
367,Fear,Realizing you rely entirely on one person for all your emotional stability.,Embarrassment,Sad,Fear,Affection,Fear,Medium,
368,Fear,"The building dread of an upcoming, highly invasive dental surgery.",Curiosity,Fear,Angry,Relief,Fear,Medium,
369,Fear,Constantly wondering if you are secretly a terrible parent ruining your child.,Curiosity,Neutral,Fear,Happy,Fear,Medium,
370,Fear,Hearing a credible rumor that your department will face massive layoffs next week.,Relief,Neutral,Fear,Curiosity,Fear,Medium,
371,Fear,"Staring down into the deep, impenetrably dark water of the open ocean.",Angry,Affection,Sad,Fear,Fear,Medium,
372,Fear,"Having a vivid, highly realistic nightmare that someone is standing over your bed.",Fear,Affection,Embarrassment,Curiosity,Fear,Medium,
373,Fear,Realizing a close friend has been smoothly lying to you for several years.,Relief,Fear,Embarrassment,Neutral,Fear,Medium,
374,Fear,Wondering if your best days are entirely behind you and you peaked early.,Angry,Affection,Sad,Fear,Fear,Medium,
375,Fear,Taking a massive leap of faith and quitting your stable job without a backup.,Affection,Fear,Neutral,Happy,Fear,Medium,
376,Fear,Realizing you have to confront a roommate about their increasingly hostile behavior.,Relief,Affection,Neutral,Fear,Fear,Medium,
377,Fear,"Feeling a sudden, completely irrational sense of dread while sitting safely at home.",Fear,Angry,Curiosity,Affection,Fear,Medium,
378,Fear,Wondering if your persistent brain fog is an early sign of cognitive decline.,Neutral,Embarrassment,Fear,Relief,Fear,Medium,
379,Neutral,"Realizing you are entirely alone in a dark, empty office building, yet feeling a strange, hollow calm.",Neutral,Fear,Embarrassment,Angry,Neutral,Medium,
380,Fear,"The crushing pressure of maintaining your recent, unexpected public success.",Embarrassment,Happy,Affection,Fear,Fear,Medium,
381,Fear,"The paralyzing, existential dread of an impossibly vast, completely indifferent universe.",Fear,Neutral,Embarrassment,Affection,Fear,Hard,
382,Fear,Being terrified of your own hidden capacity for extreme cruelty or manipulation.,Embarrassment,Fear,Curiosity,Angry,Fear,Hard,
383,Embarrassment,Your mind going completely blank with panic when a date asks you a very basic personal question.,Embarrassment,Fear,Happy,Curiosity,Embarrassment,Hard,
384,Fear,Being so overwhelmed by infinite life choices that you are utterly paralyzed.,Relief,Sad,Fear,Curiosity,Fear,Hard,
385,Fear,The slow horror of realizing you are actively enjoying something highly self-destructive.,Relief,Fear,Embarrassment,Sad,Fear,Hard,
386,Fear,Fearing that your deepest empathy is actually just self-serving manipulation in disguise.,Happy,Embarrassment,Curiosity,Fear,Fear,Hard,
387,Fear,"The chilling, quiet realization that no adult is actually in charge of the world.",Angry,Sad,Fear,Neutral,Fear,Hard,
388,Neutral,"Experiencing a moment of intense panic, followed by deep dissociation where you feel entirely detached and empty.",Fear,Sad,Relief,Neutral,Neutral,Hard,
389,Fear,"The slow, creeping dread of fading into complete obscurity and being forgotten.",Affection,Fear,Angry,Sad,Fear,Hard,
390,Neutral,"Receiving a terrifying, unavoidable medical diagnosis, but processing the information with complete, robotic detachment and silence.",Neutral,Relief,Sad,Angry,Neutral,Hard,
391,Fear,The sheer terror of realizing you actually have to put effort into changing yourself.,Angry,Fear,Affection,Relief,Fear,Hard,
392,Fear,Fearing emotional intimacy because being truly known means you can be destroyed.,Fear,Curiosity,Happy,Angry,Fear,Hard,
393,Fear,"The uncanny, unsettling feeling when a perfectly familiar room looks subtly wrong.",Embarrassment,Curiosity,Neutral,Fear,Fear,Hard,
394,Neutral,"Experiencing a terrifying, high-speed near-miss car crash, but stepping out of the vehicle feeling absolutely nothing.",Embarrassment,Curiosity,Sad,Neutral,Neutral,Hard,
395,Fear,The quiet dread of hoping for a miracle that will almost certainly fail.,Angry,Neutral,Fear,Happy,Fear,Hard,
396,Fear,"Fearing the unrecognizable, hateful person you briefly become when deeply enraged.",Embarrassment,Relief,Fear,Angry,Fear,Hard,
397,Fear,"The subtle, vibrating unease of sitting in a completely silent, isolated anechoic chamber.",Fear,Curiosity,Affection,Embarrassment,Fear,Hard,
398,Fear,"Secretly fearing that you are fundamentally, unfixably broken and entirely unlovable.",Happy,Sad,Fear,Relief,Fear,Hard,
399,Fear,"Staring blankly at a terrifying eviction notice, completely unable to emotionally process the devastating reality of it.",Relief,Embarrassment,Curiosity,Fear,Fear,Hard,
400,Fear,"The quiet, lingering dread that your profound grief has permanently altered your brain.",Neutral,Fear,Curiosity,Affection,Fear,Hard,
401,Neutral,Waiting patiently at a bus stop for a bus that is running exactly on time.,Neutral,Relief,Fear,Embarrassment,Neutral,Easy,
402,Neutral,Sorting a pile of clean laundry into different color groups on your bed.,Happy,Neutral,Curiosity,Affection,Neutral,Easy,
403,Neutral,Reading the nutritional ingredients list on the back of a generic cereal box.,Relief,Sad,Neutral,Affection,Neutral,Easy,
404,Neutral,Staring blankly at an empty wall for a minute while lost in thought.,Neutral,Embarrassment,Relief,Angry,Neutral,Easy,
405,Neutral,Tying your shoelaces tightly before leaving the house for a regular walk.,Affection,Curiosity,Neutral,Embarrassment,Neutral,Easy,
406,Neutral,"Listening quietly to generic, inoffensive elevator music while riding to the third floor.",Happy,Relief,Neutral,Affection,Neutral,Easy,
407,Neutral,Drinking a plain glass of room-temperature tap water from the kitchen sink.,Affection,Angry,Relief,Neutral,Neutral,Easy,
408,Neutral,Mindlessly scrolling past a sponsored advertisement on your social media feed.,Neutral,Curiosity,Fear,Embarrassment,Neutral,Easy,
409,Neutral,Licking a stamp and carefully placing it on the corner of a standard envelope.,Sad,Neutral,Angry,Happy,Neutral,Easy,
410,Neutral,"Walking calmly down a long, completely empty hallway at your workplace.",Happy,Fear,Neutral,Embarrassment,Neutral,Easy,
411,Neutral,Standing in the kitchen waiting for the microwave to beep loudly.,Happy,Fear,Relief,Neutral,Neutral,Easy,
412,Neutral,Brushing your teeth methodically in the morning while looking in the bathroom mirror.,Neutral,Angry,Curiosity,Affection,Neutral,Easy,
413,Neutral,Washing a single dirty spoon under the faucet and placing it on the drying rack.,Neutral,Relief,Curiosity,Happy,Neutral,Easy,
414,Neutral,Sitting quietly in a dentist's waiting room while reading a two-year-old magazine.,Neutral,Fear,Sad,Curiosity,Neutral,Easy,
415,Neutral,"Listening to the low, steady hum of the refrigerator in a quiet kitchen.",Embarrassment,Relief,Neutral,Sad,Neutral,Easy,
416,Neutral,Placing your house keys into your jacket pocket before stepping outside.,Embarrassment,Angry,Neutral,Sad,Neutral,Easy,
417,Neutral,Dusting a wooden bookshelf with a dry cloth on a Sunday afternoon.,Fear,Curiosity,Affection,Neutral,Neutral,Easy,
418,Neutral,Peeling a plain brown potato with a peeler over the kitchen trash can.,Angry,Neutral,Sad,Happy,Neutral,Easy,
419,Neutral,Changing a burnt-out lightbulb in the hallway and flipping the switch to test it.,Neutral,Embarrassment,Angry,Sad,Neutral,Easy,
420,Neutral,Checking your physical mailbox and finding only grocery store promotional flyers.,Sad,Angry,Curiosity,Neutral,Neutral,Easy,
421,Neutral,Waiting silently in your car at a long red light on an empty street.,Happy,Sad,Relief,Neutral,Neutral,Easy,
422,Neutral,Putting on a pair of plain white socks before sliding your feet into sneakers.,Angry,Fear,Neutral,Sad,Neutral,Easy,
423,Neutral,Lying in bed and looking straight up at the textured ceiling above you.,Embarrassment,Neutral,Relief,Fear,Neutral,Easy,
424,Neutral,Watching the blades of a white ceiling fan spin smoothly in circles.,Happy,Sad,Neutral,Angry,Neutral,Easy,
425,Neutral,Stirring a cup of plain black tea with a metal spoon.,Happy,Neutral,Sad,Affection,Neutral,Easy,
426,Neutral,Pushing a wooden desk drawer completely shut after taking out a pen.,Neutral,Affection,Happy,Curiosity,Neutral,Easy,
427,Neutral,"Stopping your car safely at a standard, red octagonal stop sign.",Embarrassment,Affection,Relief,Neutral,Neutral,Easy,
428,Neutral,Zipping up your light jacket entirely before stepping out into the mild weather.,Curiosity,Embarrassment,Angry,Neutral,Neutral,Easy,
429,Neutral,"Stepping directly on a dry, brown leaf on the sidewalk.",Relief,Affection,Angry,Neutral,Neutral,Easy,
430,Neutral,"Smelling a fresh stack of plain, white printer paper just out of the wrapper.",Angry,Fear,Curiosity,Neutral,Neutral,Easy,
431,Neutral,Adjusting the frame of your glasses slightly by pushing them up the bridge of your nose.,Neutral,Curiosity,Happy,Affection,Neutral,Easy,
432,Neutral,Watching a generic digital clock smoothly change from 2:14 PM to 2:15 PM.,Happy,Fear,Neutral,Sad,Neutral,Easy,
433,Curiosity,"Noticing a large, unusually shaped cloud slowly drifting across the pale blue sky.",Relief,Neutral,Angry,Curiosity,Curiosity,Easy,
434,Curiosity,"Receiving a small, unexpected package in the mail with absolutely no return address.",Sad,Relief,Curiosity,Happy,Curiosity,Easy,
435,Curiosity,"Hearing a very strange, rhythmic tapping sound coming from right outside your bedroom window.",Curiosity,Embarrassment,Affection,Neutral,Curiosity,Easy,
436,Curiosity,"Finding an old, rusty key on the sidewalk and wondering what it originally opened.",Angry,Happy,Affection,Curiosity,Curiosity,Easy,
437,Curiosity,Seeing a group of people staring intensely upward at the top of a tall building.,Curiosity,Neutral,Angry,Sad,Curiosity,Easy,
438,Curiosity,Noticing a missed call from an international phone number you do not recognize at all.,Fear,Neutral,Curiosity,Embarrassment,Curiosity,Easy,
439,Curiosity,"Spotting a completely new, unmarked store opening up on your usual daily commute.",Happy,Sad,Affection,Curiosity,Curiosity,Easy,
440,Curiosity,"Finding an old, tightly folded note inside a library book you just checked out.",Sad,Curiosity,Fear,Affection,Curiosity,Easy,
441,Neutral,"Completing a highly routine, repetitive data entry task at your office job.",Happy,Curiosity,Relief,Neutral,Neutral,Medium,
442,Neutral,"Watching a dry, factual documentary detailing the history of concrete manufacturing.",Neutral,Affection,Sad,Angry,Neutral,Medium,
443,Neutral,"Eating a completely plain meal solely for nutritional sustenance, without really tasting it.",Neutral,Sad,Angry,Affection,Neutral,Medium,
444,Neutral,Throwing away an old grocery receipt that you no longer need for accounting.,Affection,Angry,Fear,Neutral,Neutral,Medium,
445,Neutral,Filing several standard office documents alphabetically in a large metal cabinet.,Happy,Curiosity,Neutral,Embarrassment,Neutral,Medium,
446,Neutral,Standing over a hot stove and simply watching a pot of water begin to gently boil.,Neutral,Affection,Fear,Curiosity,Neutral,Medium,
447,Neutral,"Deleting a massive folder of old, irrelevant promotional emails from your inbox.",Affection,Neutral,Relief,Embarrassment,Neutral,Medium,
448,Neutral,"Experiencing a totally average, uneventful day where absolutely nothing remarkable happens.",Neutral,Embarrassment,Affection,Angry,Neutral,Medium,
449,Neutral,Casually noticing the beige paint color of a generic hospital waiting room wall.,Neutral,Sad,Angry,Relief,Neutral,Medium,
450,Neutral,Checking the daily weather forecast and seeing it will be mildly overcast with no rain.,Curiosity,Happy,Angry,Neutral,Neutral,Medium,
451,Neutral,Pulling the very last tissue out of the cardboard box and throwing the box away.,Affection,Sad,Neutral,Embarrassment,Neutral,Medium,
452,Neutral,Tapping a blue ballpoint pen repeatedly on your desk while waiting for a file to download.,Neutral,Fear,Relief,Angry,Neutral,Medium,
453,Neutral,"Looking up at a completely gray, featureless sky through your bedroom window.",Neutral,Fear,Curiosity,Angry,Neutral,Medium,
454,Neutral,Quietly closing an extra browser tab that you no longer need to keep open.,Angry,Neutral,Embarrassment,Fear,Neutral,Medium,
455,Neutral,Wiping down a clean kitchen counter with a damp sponge out of sheer habit.,Curiosity,Happy,Neutral,Embarrassment,Neutral,Medium,
456,Neutral,"Folding a clean, plain white t-shirt and placing it into your dresser drawer.",Curiosity,Sad,Neutral,Embarrassment,Neutral,Medium,
457,Neutral,Staring blankly out the window of a moving bus at the passing gray buildings.,Embarrassment,Neutral,Happy,Relief,Neutral,Medium,
458,Neutral,Scrolling completely past the terms and conditions without actually reading any of them.,Curiosity,Embarrassment,Neutral,Happy,Neutral,Medium,
459,Neutral,Waiting quietly for your old laptop to slowly boot up in the early morning.,Happy,Sad,Neutral,Fear,Neutral,Medium,
460,Neutral,Sorting entirely through a physical pile of junk mail and tossing it into recycling.,Neutral,Affection,Angry,Embarrassment,Neutral,Medium,
461,Neutral,Watching a spinning loading icon on a website for fifteen seconds straight.,Neutral,Fear,Curiosity,Happy,Neutral,Medium,
462,Neutral,"Putting clean, dry ceramic dishes away into the overhead kitchen cupboards.",Neutral,Sad,Embarrassment,Fear,Neutral,Medium,
463,Neutral,Listening to the automated voice on a customer service menu list the number options.,Angry,Relief,Neutral,Affection,Neutral,Medium,
464,Neutral,"Reading a highly generic, uninteresting billboard advertisement while stuck in mild traffic.",Fear,Neutral,Affection,Sad,Neutral,Medium,
465,Neutral,Standing in a slowly moving line at the post office without talking to anyone.,Neutral,Fear,Embarrassment,Affection,Neutral,Medium,
466,Neutral,Noticing the rough texture of a standard red brick wall while walking past it.,Sad,Angry,Fear,Neutral,Neutral,Medium,
467,Neutral,Quietly tying a black trash bag shut and carrying it out to the curbside bin.,Neutral,Angry,Embarrassment,Sad,Neutral,Medium,
468,Neutral,Watching a completely plain screensaver bounce perfectly into the corner of the monitor.,Affection,Curiosity,Relief,Neutral,Neutral,Medium,
469,Neutral,"Listening to the distant, muffled sound of regular street traffic from your apartment.",Embarrassment,Neutral,Happy,Fear,Neutral,Medium,
